source	target
ZNF229	AKNA
ZNF229	BHLHE40
ZNF229	CREB5
ZNF23	DMTF1
ZNF23	ZSCAN30
ZNF23	ARID2
ZNF23	ARID5B
ZNF23	ARNTL
ZNF23	ATF3
ZNF23	BCL11A
ZNF230	ARID5B
ZNF230	BCL6
ZNF230	BHLHE40
ZNF230	CEBPD
ZNF230	CREB5
ZNF230	E2F8
ZNF230	EGR1
ZNF232	ATF4
ZNF232	ZIC2
ZNF232	ZNF174
ZNF232	ZNF197
ZNF232	ZNF202
ZNF232	ZNF485
ZNF232	ZNF496
ZNF232	ZNF594
ZNF232	ZNF691
ZNF233	ZBTB20
ZNF233	ZNF154
ZNF233	ZNF382
ZNF233	ZNF506
ZNF233	ZNF519
ZNF233	ZNF546
ZNF233	ZNF667
ZNF234	ZNF347
ZNF234	ZNF383
ZNF234	ZNF527
ZNF234	NCOA3
ZNF234	ZFP14
ZNF234	ZKSCAN3
ZNF234	ZNF12
ZNF234	ZNF155
ZNF234	ZNF221
ZNF234	ZNF224
ZNF234	ZNF227
ZNF234	ZNF26
ZNF235	ZNF780B
ZNF235	KLF12
ZNF235	ZFP14
ZNF235	ZFP30
ZNF235	ZFP37
ZNF235	ZNF112
ZNF235	ZNF154
ZNF235	ZNF180
ZNF235	ZNF223
ZNF235	ZNF224
ZNF235	ZNF227
ZNF236	BBX
ZNF236	BPTF
ZNF236	DMTF1
ZNF236	ZNF609
ZNF236	ASH1L
ZNF236	ELK4
ZNF239	ZNF485
ZNF239	ATF3
ZNF239	BHLHE40
ZNF239	CEBPB
ZNF239	CREB3L4
ZNF24	ZKSCAN8
ZNF24	BAZ2B
ZNF24	BHLHE40
ZNF24	CGGBP1
ZNF24	E2F3
ZNF24	FOXO3
ZNF24	GABPA
ZNF24	JUND
ZNF24	KLF6
ZNF24	MBD1
ZNF24	MBNL2
ZNF24	NR2C2
ZNF248	BAZ2B
ZNF248	DMTF1
ZNF248	KMT2A
ZNF248	NFIB
ZNF248	TCF7L2
ZNF248	ZNF25
ZNF248	ZNF292
ZNF25	CSRNP3
ZNF25	MEF2C
ZNF25	MYT1L
ZNF250	HINFP
ZNF250	KMT2A
ZNF250	SOX11
ZNF250	SOX4
ZNF250	ZBTB8A
ZNF250	ZFP14
ZNF250	ZFP62
ZNF250	ZNF273
ZNF250	ZNF286B
ZNF250	ZNF506
ZNF251	KMT2A
ZNF251	L3MBTL1
ZNF251	NFIB
ZNF251	NR2C1
ZNF251	SOX4
ZNF251	TCF7L2
ZNF251	ZFP14
ZNF251	ZNF34
ZNF253	BPTF
ZNF253	NCOA3
ZNF253	NFE2L1
ZNF253	ZFP14
ZNF253	ZNF260
ZNF253	ZNF382
ZNF253	ZNF566
ZNF253	ZNF626
ZNF253	ZNF737
ZNF253	ZNF91
ZNF253	BAZ2B
ZNF253	CENPB
ZNF253	FOXM1
ZNF253	GATA3
ZNF254	BAZ2B
ZNF254	ZNF43
ZNF254	ZNF626
ZNF254	ZNF721
ZNF254	ZNF737
ZNF254	ARID2
ZNF254	CREBZF
ZNF254	DMTF1
ZNF254	KDM5B
ZNF256	ZIK1
ZNF256	ZNF134
ZNF256	ZNF649
ZNF256	ZNF880
ZNF256	FOXN3
ZNF256	KLF4
ZNF256	NCOA3
ZNF256	RORA
ZNF256	ZNF121
ZNF256	ZNF136
ZNF257	ZNF90
ZNF257	CENPA
ZNF257	MYBL2
ZNF257	ZNF100
ZNF257	ZNF208
ZNF257	ZNF273
ZNF257	ZNF43
ZNF26	NCOA3
ZNF26	STAT1
ZNF26	ZNF224
ZNF26	ZNF383
ZNF26	ZNF562
ZNF26	ZNF84
ZNF26	ZNF850
ZNF26	AHCTF1
ZNF26	ARID3A
ZNF260	ZNF566
ZNF260	BAZ2B
ZNF260	CREB1
ZNF260	KDM5B
ZNF260	SOX4
ZNF260	TCF12
ZNF260	ZBTB41
ZNF260	ZFP30
ZNF263	FOXA1
ZNF263	CENPB
ZNF263	E4F1
ZNF263	FOXH1
ZNF263	KLF16
ZNF263	KMT2B
ZNF263	MAZ
ZNF263	NFKB2
ZNF263	NR5A1
ZNF263	TBX1
ZNF263	ZNF266
ZNF263	AHDC1
ZNF263	ALX4
ZNF263	ATF4
ZNF263	BHLHE40
ZNF263	CGGBP1
ZNF263	CXXC5
ZNF263	DBP
ZNF263	E2F3
ZNF263	E2F4
ZNF263	EGR1
ZNF263	ETS2
ZNF263	FBXL19
ZNF264	ZNF805
ZNF264	NCOA3
ZNF264	NR2C2
ZNF264	REST
ZNF264	ZNF26
ZNF264	ZNF383
ZNF264	ZNF431
ZNF264	ZNF460
ZNF264	ZNF850
ZNF266	DMTF1
ZNF266	ETS1
ZNF266	SRCAP
ZNF266	ZNF662
ZNF266	ZNF700
ZNF267	IRF1
ZNF267	NFKB1
ZNF267	NFKB2
ZNF267	REL
ZNF268	RBPJ
ZNF268	ZBTB20
ZNF268	ZKSCAN3
ZNF268	ZNF140
ZNF268	ZNF148
ZNF268	ZNF180
ZNF268	ZNF260
ZNF268	ZNF426
ZNF268	ZNF527
ZNF273	BCL11A
ZNF273	RORA
ZNF273	ZNF431
ZNF273	ZNF519
ZNF273	ZNF675
ZNF273	ZNF714
ZNF273	ARID5B
ZNF274	DMTF1
ZNF274	EGR1
ZNF274	FOSL1
ZNF274	KLF6
ZNF274	ZNF211
ZNF274	ZNF266
ZNF274	ZNF317
ZNF274	ZNF335
ZNF274	ZNF417
ZNF274	ZNF439
ZNF274	ZNF44
ZNF274	ZNF506
ZNF274	ZNF548
ZNF274	ZNF556
ZNF274	ZNF716
ZNF274	ZNF718
ZNF274	ZNF8
ZNF274	ADNP
ZNF274	BCL6
ZNF274	BHLHE40
ZNF274	CEBPE
ZNF274	CENPS
ZNF274	DNMT1
ZNF274	E2F3
ZNF274	E4F1
ZNF275	ARHGAP35
ZNF275	ARID5B
ZNF275	ARNT2
ZNF275	ATF3
ZNF275	ATF7
ZNF276	AKNA
ZNF276	E4F1
ZNF276	IKZF1
ZNF276	IRF1
ZNF277	MXD4
ZNF277	NCOA3
ZNF277	STAT1
ZNF277	ZNF768
ZNF277	AHR
ZNF28	ZNF347
ZNF28	ZNF468
ZNF28	ZNF813
ZNF28	ZFP14
ZNF28	ZNF100
ZNF28	ZNF234
ZNF28	ZNF260
ZNF28	ZNF264
ZNF28	ZNF268
ZNF28	ZNF320
ZNF28	ZNF430
ZNF280A	L3MBTL3
ZNF280A	MYB
ZNF280A	SNAI1
ZNF280A	ZNF280B
ZNF280B	CPEB1
ZNF280B	ADNP
ZNF280B	AEBP2
ZNF280B	ARID2
ZNF280C	ARID2
ZNF280C	DNMT1
ZNF280C	ADNP
ZNF280C	AHCTF1
ZNF280D	BAZ2B
ZNF280D	DMTF1
ZNF280D	GTF2IRD2
ZNF280D	KMT2A
ZNF280D	MBNL2
ZNF280D	NFIA
ZNF280D	NR2F2
ZNF281	FOXN2
ZNF281	HIF1A
ZNF281	MTF2
ZNF281	MYC
ZNF281	NANOG
ZNF281	SKIL
ZNF282	ZNF212
ZNF282	ZNF398
ZNF282	ZNF777
ZNF282	ZNF787
ZNF282	CENPB
ZNF282	FBXL19
ZNF282	GATAD2A
ZNF283	ZNF347
ZNF283	ZNF383
ZNF283	ZNF527
ZNF283	ZNF567
ZNF283	ZNF850
ZNF283	MTERF1
ZNF283	ZFP30
ZNF283	ZNF112
ZNF283	ZNF134
ZNF283	ZNF155
ZNF283	ZNF17
ZNF283	ZNF175
ZNF284	ZNF221
ZNF284	ZNF223
ZNF284	SOX4
ZNF284	TFAP4
ZNF284	ZNF107
ZNF284	ZNF12
ZNF284	ZNF155
ZNF284	ZNF224
ZNF284	ZNF227
ZNF284	ZNF234
ZNF284	ZNF235
ZNF284	ZNF256
ZNF285	ZNF382
ZNF285	ZNF470
ZNF285	ZNF566
ZNF285	CAMTA1
ZNF286A	ZNF253
ZNF286A	ZNF286B
ZNF286A	LCOR
ZNF286A	MTF2
ZNF286A	NFIB
ZNF286A	SKIL
ZNF286A	SOX11
ZNF286A	SOX4
ZNF286A	TCF7L2
ZNF286B	ZNF286A
ZNF286B	ZNF382
ZNF286B	ZNF519
ZNF286B	ZNF568
ZNF286B	ZNF785
ZNF286B	ADNP
ZNF287	SOX11
ZNF287	ZIK1
ZNF287	ZNF260
ZNF287	ZNF416
ZNF287	ZNF566
ZNF287	ARID5B
ZNF287	ARNT2
ZNF287	ATF3
ZNF287	BACH2
ZNF292	BAZ2B
ZNF292	BPTF
ZNF292	CREB1
ZNF292	KMT2A
ZNF292	LCOR
ZNF292	MTF2
ZNF292	MYSM1
ZNF296	IRF7
ZNF296	MYBL2
ZNF296	E2F2
ZNF296	IRF5
ZNF296	KLF16
ZNF3	AKAP8
ZNF3	ADNP
ZNF3	ARID5B
ZNF3	ARNT2
ZNF3	ATF3
ZNF3	BACH2
ZNF30	SOX4
ZNF30	TCF7L2
ZNF30	ZNF254
ZNF30	ZNF260
ZNF30	ZNF285
ZNF30	ZNF286B
ZNF30	ZNF382
ZNF30	ZNF420
ZNF30	ZNF529
ZNF300	NFIA
ZNF300	NFIB
ZNF300	SOX11
ZNF300	SOX4
ZNF300	TCF12
ZNF300	TCF7L2
ZNF300	ZNF135
ZNF300	ZNF260
ZNF302	ZNF493
ZNF302	FOXP1
ZNF302	TP53
ZNF302	ZC3H8
ZNF302	ZNF181
ZNF302	ZNF529
ZNF302	ZNF566
ZNF302	ZNF594
ZNF302	ZNF606
ZNF304	ZNF134
ZNF304	FOXN3
ZNF304	RBAK
ZNF304	ZFP30
ZNF304	ZIK1
ZNF304	ZNF12
ZNF304	ZNF17
ZNF304	ZNF175
ZNF304	ZNF211
ZNF304	ZNF223
ZNF304	ZNF256
ZNF311	MEIS2
ZNF311	NFIB
ZNF311	NR2F2
ZNF311	SNAI2
ZNF311	ZFP62
ZNF311	ZNF300
ZNF311	ZNF518A
ZNF316	ZNF865
ZNF316	CENPB
ZNF316	FBXL19
ZNF316	KMT2B
ZNF316	MAFK
ZNF316	MAZ
ZNF317	ETV3
ZNF317	GATAD2A
ZNF317	KDM2B
ZNF317	NCOA3
ZNF317	NFKB1
ZNF317	NFKB2
ZNF317	STAT6
ZNF317	TET3
ZNF318	SPEN
ZNF318	AHRR
ZNF318	ARID5B
ZNF318	BAZ2A
ZNF318	BHLHE40
ZNF318	DNMT1
ZNF318	FOS
ZNF318	FOXO3
ZNF318	GATAD2B
ZNF318	HIVEP1
ZNF319	ZNF467
ZNF319	BCL6
ZNF319	CEBPB
ZNF319	KLF13
ZNF319	KLF2
ZNF319	MXD1
ZNF32	GATAD2A
ZNF32	AHCTF1
ZNF32	ARID5B
ZNF32	ATF3
ZNF320	ZNF283
ZNF320	ZNF347
ZNF320	ZNF665
ZNF320	ZNF793
ZNF320	HKR1
ZNF320	ZFP14
ZNF320	ZNF140
ZNF320	ZNF226
ZNF320	ZNF234
ZNF320	ZNF253
ZNF320	ZNF260
ZNF320	ZNF273
ZNF320	ZNF28
ZNF322P1	CDC5L
ZNF322P1	CEBPZ
ZNF322P1	CREB1
ZNF322P1	EEA1
ZNF322P1	GTF2I
ZNF324	ZNF324B
ZNF324	ZBTB45
ZNF324	ZNF446
ZNF324	E4F1
ZNF324	KMT2B
ZNF324	MNT
ZNF324	MZF1
ZNF324B	ZNF324
ZNF324B	TIGD5
ZNF324B	ZBTB24
ZNF324B	ZNF282
ZNF324B	ZNF316
ZNF326	CENPB
ZNF326	ZFP14
ZNF326	ZNF621
ZNF326	ADNP
ZNF329	ZFP14
ZNF329	ZFP30
ZNF329	ZNF264
ZNF329	ZNF320
ZNF329	ZNF382
ZNF329	ZNF419
ZNF329	ZNF420
ZNF329	ZNF544
ZNF331	NR4A1
ZNF331	CEBPD
ZNF331	CREM
ZNF331	CSRNP1
ZNF331	JUNB
ZNF331	NR4A3
ZNF333	GTF2IRD2
ZNF333	KLF7
ZNF333	KMT2A
ZNF333	MECP2
ZNF333	STAT5B
ZNF333	ZBTB20
ZNF333	ZNF397
ZNF333	ZNF557
ZNF333	ZNF665
ZNF334	SALL2
ZNF334	BAZ2B
ZNF334	ZNF135
ZNF334	ZNF43
ZNF334	ZNF493
ZNF334	ZNF608
ZNF334	ZNF667
ZNF335	SRCAP
ZNF335	BAZ2A
ZNF335	CIC
ZNF335	DOT1L
ZNF335	GMEB2
ZNF335	KDM2A
ZNF337	KMT2A
ZNF337	ZBTB18
ZNF337	ZNF248
ZNF337	MZF1
ZNF337	PHF21A
ZNF337	SGSM2
ZNF337	ZNF133
ZNF33A	LCOR
ZNF33A	ZNF33B
ZNF33A	BAZ2B
ZNF33A	CREB1
ZNF33A	CREBZF
ZNF33A	DRAP1
ZNF33A	MBD1
ZNF33A	MYSM1
ZNF33B	ZNF33A
ZNF33B	BAZ2B
ZNF33B	LCOR
ZNF33B	ZNF397
ZNF33B	AEBP2
ZNF33B	ARID5B
ZNF34	KLF9
ZNF34	KMT2A
ZNF34	MXI1
ZNF34	SKI
ZNF34	SOX4
ZNF34	TCF7L2
ZNF34	ZBTB10
ZNF34	ZFHX3
ZNF341	SPI1
ZNF341	ARID5B
ZNF341	ARNT2
ZNF341	BCL6
ZNF341	BHLHE40
ZNF341	CEBPB
ZNF343	ZNF234
ZNF343	ARID5B
ZNF343	KLF9
ZNF343	NFIC
ZNF343	TFAP4
ZNF343	ZNF12
ZNF343	ZNF665
ZNF343	ZNF7
ZNF345	CREBZF
ZNF345	DMTF1
ZNF345	ZNF136
ZNF345	ZNF320
ZNF345	ZNF382
ZNF345	ZNF383
ZNF345	ZNF431
ZNF345	ZNF506
ZNF345	ZNF518A
ZNF345	ZNF525
ZNF345	ZNF559
ZNF346	FOSL2
ZNF346	PHF21A
ZNF346	ZNF74
ZNF346	AKAP8L
ZNF346	ARID3A
ZNF346	ATF3
ZNF347	ZNF320
ZNF347	ZNF471
ZNF347	ZNF665
ZNF347	ZBTB8A
ZNF347	ZFP30
ZNF347	ZFP82
ZNF347	ZNF136
ZNF347	ZNF175
ZNF347	ZNF224
ZNF347	ZNF227
ZNF347	ZNF234
ZNF347	ZNF253
ZNF347	ZNF273
ZNF347	ZNF28
ZNF35	ZSCAN20
ZNF35	AHR
ZNF35	ARID5B
ZNF35	ATF3
ZNF35	BCL11A
ZNF35	BCL6
ZNF350	ZNF615
ZNF350	GTF2B
ZNF350	NKX3-1
ZNF350	ZNF14
ZNF350	ZNF394
ZNF350	ZNF490
ZNF350	ZNF613
ZNF350	ZNF675
ZNF354A	SKIL
ZNF354A	SOX4
ZNF354A	ADNP
ZNF354A	AEBP2
ZNF354A	AHR
ZNF354A	ARHGAP35
ZNF354B	NFAT5
ZNF354B	CREBZF
ZNF354B	DMTF1
ZNF354B	SP3
ZNF354B	ZFHX3
ZNF354B	ZNF12
ZNF354B	ZNF280D
ZNF354C	TEAD1
ZNF354C	GABPA
ZNF354C	GLI3
ZNF354C	KLF12
ZNF354C	PURA
ZNF354C	SALL2
ZNF354C	SMAD4
ZNF354C	SOX11
ZNF354C	TCF12
ZNF358	MBD3
ZNF358	CENPB
ZNF358	MXD4
ZNF358	NFIX
ZNF362	AEBP1
ZNF362	CXXC5
ZNF362	FOXN3
ZNF362	MEF2D
ZNF362	MXD4
ZNF362	NFIX
ZNF365	ARNT2
ZNF365	ARID5B
ZNF366	EBF1
ZNF366	ERG
ZNF366	ETS1
ZNF366	FLI1
ZNF367	E2F7
ZNF367	MYBL2
ZNF37A	ZNF621
ZNF37A	KMT2A
ZNF37A	ZBTB41
ZNF37A	ZNF248
ZNF37A	ZNF260
ZNF37A	ZNF280D
ZNF37A	ZNF302
ZNF37A	ZNF33A
ZNF37A	ZNF33B
ZNF382	ZFP14
ZNF382	ZNF320
ZNF382	ZNF347
ZNF382	ZNF383
ZNF382	ZNF461
ZNF382	ZNF471
ZNF382	ZNF493
ZNF382	ZNF506
ZNF382	ZNF568
ZNF383	NCOA3
ZNF383	ZNF134
ZNF383	ZNF224
ZNF383	ZNF234
ZNF383	ZNF256
ZNF383	ZNF26
ZNF383	ZNF320
ZNF383	ZNF382
ZNF383	ZNF45
ZNF383	ZNF480
ZNF383	ZNF506
ZNF384	BCL6
ZNF384	KMT2B
ZNF384	CREB3
ZNF384	E2F2
ZNF384	EBF1
ZNF384	HIF1A
ZNF384	MXI1
ZNF384	MYC
ZNF384	PHF21A
ZNF384	RUNX1
ZNF384	TCF12
ZNF384	TRERF1
ZNF384	USF2
ZNF384	ZBTB40
ZNF384	BAZ2A
ZNF384	CXXC1
ZNF384	DBP
ZNF384	FOS
ZNF384	GATA3
ZNF384	HLX
ZNF384	JUNB
ZNF384	KLF6
ZNF384	NFXL1
ZNF384	NR2F6
ZNF384	PATZ1
ZNF384	TERF2
ZNF384	TFAP4
ZNF384	ZBTB43
ZNF385A	CEBPB
ZNF385A	KLF4
ZNF385A	MAFB
ZNF385A	RARA
ZNF385B	DPF3
ZNF385B	ESRRG
ZNF385B	ETV1
ZNF385C	YBX2
ZNF385C	ATF3
ZNF385C	BHLHE40
ZNF385C	CEBPA
ZNF385D	NFIA
ZNF385D	PBX1
ZNF385D	PRDM16
ZNF391	BCL11A
ZNF391	ESRRA
ZNF391	RXRA
ZNF391	ZNF253
ZNF391	ZNF528
ZNF391	ZNF585B
ZNF394	AKNA
ZNF394	CSRNP1
ZNF394	IKZF1
ZNF394	IRF1
ZNF395	BHLHE40
ZNF395	JUND
ZNF395	CEBPB
ZNF395	ETS1
ZNF395	FOS
ZNF396	ZKSCAN3
ZNF396	ZNF445
ZNF396	ZSCAN32
ZNF396	ARID5B
ZNF396	ATF3
ZNF396	ATF6
ZNF396	ATOH8
ZNF397	ZFP14
ZNF397	ZKSCAN3
ZNF397	ZKSCAN8
ZNF397	ZNF197
ZNF397	ZNF24
ZNF397	ZNF333
ZNF397	ZNF347
ZNF397	ZNF383
ZNF398	ZNF282
ZNF398	ZNF212
ZNF398	ZNF746
ZNF398	GATAD2A
ZNF398	HMGA1
ZNF398	NFE2L3
ZNF398	SALL2
ZNF398	SP1
ZNF404	ZNF260
ZNF404	USF2
ZNF404	ZFP82
ZNF404	ZNF226
ZNF404	ZNF285
ZNF404	ZNF302
ZNF404	ZNF415
ZNF407	ASH1L
ZNF407	FOXN3
ZNF407	HIVEP2
ZNF407	KMT2A
ZNF407	NCOA2
ZNF407	NFAT5
ZNF408	ZNF581
ZNF408	ZNF668
ZNF408	KLF16
ZNF408	NR1H2
ZNF408	THAP7
ZNF408	ZNF524
ZNF41	ELK4
ZNF41	ADNP2
ZNF41	AHR
ZNF41	ARID5B
ZNF41	ASH1L
ZNF41	BAZ2A
ZNF410	GTF2B
ZNF410	CREM
ZNF410	DDIT3
ZNF410	NFE2L1
ZNF410	NFIL3
ZNF414	AHDC1
ZNF414	RFX1
ZNF414	ZBTB45
ZNF414	ZNF688
ZNF414	AKAP8L
ZNF414	ARID3A
ZNF415	ELF4
ZNF415	ZNF302
ZNF415	ZNF610
ZNF415	ZNF665
ZNF415	ZNF667
ZNF415	ZNF677
ZNF416	ZNF134
ZNF416	ZIK1
ZNF416	ZNF17
ZNF416	ZNF180
ZNF416	ZNF211
ZNF416	ZNF256
ZNF416	ZNF287
ZNF416	ZNF317
ZNF416	ZNF35
ZNF417	ZNF587
ZNF417	ZNF264
ZNF417	ZNF347
ZNF417	ZNF557
ZNF417	ZNF737
ZNF417	ZNF813
ZNF417	BAZ2B
ZNF417	LCOR
ZNF417	NFAT5
ZNF417	NR2C2
ZNF417	REL
ZNF417	ZBTB3
ZNF417	ZBTB34
ZNF417	ZBTB37
ZNF418	ZNF154
ZNF418	ZNF382
ZNF418	ZNF529
ZNF418	ZNF682
ZNF418	ZNF814
ZNF418	DMTF1
ZNF418	HKR1
ZNF418	TCF7L2
ZNF418	TET1
ZNF418	ZFP14
ZNF419	HINFP
ZNF419	HKR1
ZNF419	ZC3H8
ZNF419	ZFP82
ZNF419	ZNF140
ZNF419	ZNF211
ZNF419	ZNF226
ZNF419	ZNF227
ZNF419	ZNF30
ZNF419	ZNF302
ZNF419	ZNF304
ZNF419	ZNF320
ZNF420	ZFP82
ZNF420	ZNF570
ZNF420	NR3C1
ZNF420	SP4
ZNF420	ZFP30
ZNF420	ZFP37
ZNF420	ZNF112
ZNF420	ZNF181
ZNF420	ZNF227
ZNF420	ZNF235
ZNF420	ZNF253
ZNF420	ZNF254
ZNF423	EBF1
ZNF423	EBF3
ZNF423	GLI2
ZNF423	GLI3
ZNF423	HEY1
ZNF425	ZNF286B
ZNF425	ZNF554
ZNF425	ZNF568
ZNF425	ZNF674
ZNF425	ZNF774
ZNF425	ZNF786
ZNF425	ZNF843
ZNF425	ARID5B
ZNF426	ZNF431
ZNF426	ZNF562
ZNF426	EEA1
ZNF426	PRDM1
ZNF426	ZNF121
ZNF426	ZNF268
ZNF426	ZNF273
ZNF426	ZNF347
ZNF428	CAMTA1
ZNF428	PIN1
ZNF428	POU3F2
ZNF429	ZNF347
ZNF429	ZNF382
ZNF429	ZNF431
ZNF429	ZNF471
ZNF429	ZNF519
ZNF429	ZNF568
ZNF429	ZNF675
ZNF429	ZNF714
ZNF429	ZNF780A
ZNF43	ZNF100
ZNF43	ZNF254
ZNF43	ZNF85
ZNF43	BAZ2B
ZNF43	DMTF1
ZNF43	TET1
ZNF43	ZFP30
ZNF43	ZNF253
ZNF43	ZNF257
ZNF430	ZNF431
ZNF430	ZNF675
ZNF430	ZNF714
ZNF430	ZNF107
ZNF430	ZNF223
ZNF430	ZNF273
ZNF430	ZNF562
ZNF430	ZNF626
ZNF431	ZNF714
ZNF431	ARNTL2
ZNF431	ZNF121
ZNF431	ZNF264
ZNF431	ZNF273
ZNF431	ZNF320
ZNF431	ZNF397
ZNF431	ZNF426
ZNF431	ZNF430
ZNF432	ZNF140
ZNF432	ZNF587
ZNF432	ZNF616
ZNF432	ZNF675
ZNF432	ZNF841
ZNF432	AHR
ZNF432	ARID5B
ZNF432	ATF3
ZNF432	BCL6
ZNF433	ZNF471
ZNF433	ZNF568
ZNF433	ZNF627
ZNF433	ZNF682
ZNF433	ZNF829
ZNF433	ZNF844
ZNF433	ARID5B
ZNF436	KDM5B
ZNF436	NFIX
ZNF436	TCF7L2
ZNF436	TEAD1
ZNF436	AHDC1
ZNF436	ARHGAP35
ZNF438	MXD1
ZNF438	NFE2
ZNF438	SPI1
ZNF438	ARID5B
ZNF439	ZFP14
ZNF439	ZNF506
ZNF439	ZNF528
ZNF439	ZNF793
ZNF439	HINFP
ZNF439	ZNF135
ZNF439	ZNF248
ZNF439	ZNF251
ZNF439	ZNF266
ZNF439	ZNF320
ZNF44	ZNF274
ZNF44	ZNF345
ZNF44	ZNF433
ZNF44	ZNF442
ZNF44	ZNF506
ZNF44	ZNF563
ZNF44	ZNF564
ZNF44	ZNF568
ZNF44	ZNF700
ZNF44	ZNF763
ZNF440	HES2
ZNF440	KLF5
ZNF440	ZNF264
ZNF440	ZNF273
ZNF440	ZNF320
ZNF440	ZNF431
ZNF440	ZNF506
ZNF440	ZNF562
ZNF440	ZNF587
ZNF440	AHR
ZNF441	ZNF25
ZNF441	ZNF37A
ZNF441	ZNF382
ZNF441	ZFP30
ZNF441	ZNF248
ZNF441	ZNF253
ZNF441	ZNF286B
ZNF441	ZNF302
ZNF441	ZNF439
ZNF441	ZNF480
ZNF442	ZBTB8A
ZNF442	ZNF136
ZNF442	ZNF26
ZNF442	ZNF347
ZNF442	ZNF382
ZNF442	ZNF383
ZNF442	ZNF625
ZNF442	ZNF627
ZNF443	ZNF799
ZNF443	ZNF93
ZNF443	LCOR
ZNF443	SOX4
ZNF443	ZNF14
ZNF443	ZNF180
ZNF443	ZNF253
ZNF443	ZNF254
ZNF444	MBD3
ZNF444	MZF1
ZNF444	NR2F6
ZNF444	REPIN1
ZNF444	USF2
ZNF444	ZNF358
ZNF444	ZNF580
ZNF445	BPTF
ZNF445	GATAD2B
ZNF445	KMT2A
ZNF445	POU2F1
ZNF445	ZBTB37
ZNF445	ZFP14
ZNF445	ZNF169
ZNF445	ZNF347
ZNF445	ZNF382
ZNF446	ZNF324
ZNF446	ZNF580
ZNF446	CIC
ZNF446	E4F1
ZNF446	MZF1
ZNF446	NR5A1
ZNF446	SIX5
ZNF446	SRCAP
ZNF449	CREBZF
ZNF449	NR2C1
ZNF449	SOX4
ZNF449	ZFHX3
ZNF449	ZNF25
ZNF449	ZNF75D
ZNF449	AHR
ZNF45	NCOA3
ZNF45	ZNF112
ZNF45	ZNF134
ZNF45	ZNF136
ZNF45	ZNF14
ZNF45	ZNF146
ZNF45	ZNF155
ZNF45	ZNF160
ZNF45	ZNF17
ZNF45	ZNF175
ZNF45	ZNF180
ZNF451	ARID2
ZNF451	MBD1
ZNF451	AHCTF1
ZNF451	BAZ2B
ZNF451	BBX
ZNF451	BPTF
ZNF451	CREB1
ZNF454	ZNF568
ZNF454	ZNF665
ZNF454	ZNF793
ZNF454	MKX
ZNF454	TSHZ3
ZNF454	ZBTB8A
ZNF454	ZFP2
ZNF454	ZNF135
ZNF460	ZNF264
ZNF460	ASH1L
ZNF460	KMT2A
ZNF460	LCOR
ZNF460	MAFF
ZNF460	NCOA3
ZNF460	NFAT5
ZNF461	ZNF382
ZNF461	ZNF568
ZNF461	ZNF793
ZNF461	ZFP14
ZNF461	ZFP30
ZNF461	ZFP37
ZNF461	ZFP82
ZNF461	ZNF320
ZNF461	ZNF329
ZNF461	ZNF383
ZNF461	ZNF420
ZNF461	ZNF441
ZNF461	ZNF470
ZNF461	ZNF484
ZNF462	ELF4
ZNF462	PBX1
ZNF462	RFX3
ZNF462	SOX11
ZNF462	SOX2
ZNF467	CEBPB
ZNF467	KLF2
ZNF467	MXD1
ZNF468	ZNF28
ZNF468	ZNF430
ZNF468	ZNF813
ZNF468	ZNF217
ZNF468	ZNF600
ZNF468	ZNF626
ZNF468	ZNF701
ZNF468	ZNF761
ZNF469	TWIST2
ZNF469	AEBP1
ZNF470	ZNF471
ZNF470	ZFP14
ZNF470	ZFP28
ZNF470	ZFP30
ZNF470	ZFP82
ZNF470	ZNF260
ZNF470	ZNF285
ZNF470	ZNF320
ZNF470	ZNF329
ZNF470	ZNF347
ZNF470	ZNF37A
ZNF471	ZNF470
ZNF471	ZNF793
ZNF471	ZFP14
ZNF471	ZFP28
ZNF471	ZFP37
ZNF471	ZNF135
ZNF471	ZNF280D
ZNF471	ZNF347
ZNF473	SOX30
ZNF473	ZNF541
ZNF473	ATF3
ZNF473	ATF4
ZNF474	ATF3
ZNF474	BHLHE40
ZNF479	SOX30
ZNF479	SPZ1
ZNF479	ZNF254
ZNF479	ZNF679
ZNF479	ZNF735
ZNF48	MAZ
ZNF48	CAMTA1
ZNF48	FBXL19
ZNF48	PATZ1
ZNF48	SIX5
ZNF48	TCF7L1
ZNF48	ZNF579
ZNF480	ZNF234
ZNF480	ZNF37A
ZNF480	ZNF562
ZNF480	ZNF675
ZNF480	ZNF765
ZNF480	ATF3
ZNF480	BAZ2B
ZNF480	BHLHE40
ZNF483	MECP2
ZNF483	PEG3
ZNF483	SALL2
ZNF483	ZNF382
ZNF483	ZNF446
ZNF483	ZNF471
ZNF484	ZNF529
ZNF484	ARID2
ZNF484	FOXN2
ZNF484	LCOR
ZNF484	RFX3
ZNF484	TCF7L2
ZNF484	ZBTB41
ZNF484	ZFP37
ZNF484	ZNF14
ZNF484	ZNF197
ZNF485	PRMT3
ZNF485	ZNF480
ZNF485	ATF3
ZNF485	BCL11A
ZNF485	BCL6
ZNF486	ZNF90
ZNF486	ZNF100
ZNF486	ZNF273
ZNF486	ZNF43
ZNF486	ZNF506
ZNF486	ZNF626
ZNF486	ZNF674
ZNF487	ZBTB20
ZNF487	AHR
ZNF487	ARID5B
ZNF487	ATF3
ZNF488	ARNT2
